generation_actual
3
27
87
137
185
212
207
197
156
117
71
28
3
0
0
0
0
0
4
4
4
4
4
4
4
29
94
182
292
396
361
302
278
225
134
44
9
11
9
9
8
8
7
6
6
5
5
5
5
26
91
161
214
260
290
290
214
138
66
25
9
9
8
7
6
6
0
0
0
0
0
0
1
14
55
118
199
286
358
381
372
314
213
78
5
0
0
0
0
0
0
0
0
0
0
0
3
70
217
369
503
578
570
519
429
328
195
65
4
0
0
0
0
0
0
0
0
0
0
0
1
38
120
194
265
303
309
250
200
141
77
21
1
0
0
0
0
0
0
0
0
0
0
0
2
42
131
248
348
407
487
519
453
348
223
74
4
0
0
0
0
0
0
0
0
0
0
0
2
60
172
261
382
491
538
530
443
339
217
68
2
0
0
0
0
0
0
0
0
0
0
0
2
65
217
387
523
578
587
580
533
426
259
79
3
0
0
0
0
0
0
0
0
0
0
0
2
58
197
324
396
439
435
412
351
237
111
24
0
0
0
0
0
0
0
0
0
0
0
0
0
10
47
121
209
284
324
336
317
261
147
45
2
0
0
0
0
0
0
0
0
0
0
0
0
37
179
346
478
521
442
374
344
274
158
50
1
0
0
0
0
0
0
0
0
0
0
0
0
22
84
163
236
291
328
258
184
156
79
21
1
0
0
0
0
0
0
0
0
0
0
0
0
29
160
317
437
471
450
419
371
282
156
33
0
0
0
0
0
0
0
0
0
0
0
0
1
35
140
286
411
470
470
449
373
255
135
33
1
0
0
0
0
0
0
0
0
0
0
0
1
60
233
420
553
613
632
616
527
389
207
48
1
0
0
0
0
0
0
0
0
0
0
0
0
53
220
373
487
559
558
531
472
368
197
40
0
0
0
0
0
0
0
0
0
0
0
0
0
11
55
112
171
219
164
107
81
60
39
15
0
0
0
0
0
0
0
0
0
0
0
0
0
48
215
389
512
592
607
547
443
325
182
43
0
0
0
0
0
0
0
0
0
0
0
0
0
43
194
362
484
571
602
583
517
396
215
43
0
0
0
0
0
0
0
0
0
0
0
0
0
36
164
327
448
513
500
488
426
337
178
30
0
0
0
0
0
0
0
0
0
0
0
0
0
40
146
286
414
482
511
487
407
290
139
22
0
0
0
0
0
0
0
0
0
0
0
0
0
34
199
384
512
581
599
570
491
362
187
30
0
0
0
0
0
0
0
0
0
0
0
0
0
31
153
283
367
404
409
381
322
226
99
13
0
0
0
0
0
0
0
0
0
0
0
0
0
25
159
319
443
517
552
509
441
314
157
23
0
0
0
0
0
0
0
0
0
0
0
0
0
24
156
313
448
509
525
482
402
276
127
17
0
0
0
0
0
0
0
0
0
0
0
0
0
26
162
327
465
548
556
529
458
338
166
20
0
0
0
0
0
0
0
0
0
0
0
0
0
27
175
357
488
555
572
532
439
292
128
16
0
0
0
0
0
0
0
0
0
0
0
0
0
24
159
328
457
531
548
514
441
309
137
16
0
0
0
0
0
0
0
0
0
0
0
0
0
20
163
336
456
524
550
524
448
318
136
12
0
0
0
0
0
0
0
0
0
0
0
0
0
17
140
315
446
533
555
527
447
312
130
11
0
0
0
0
0
0
0
0
0
0
0
0
0
16
147
326
463
544
563
531
449
313
129
11
0
0
0
0
0
0
0
0
0
0
0
0
0
16
144
328
460
534
557
525
440
301
120
9
0
0
0
0
0
0
0
0
0
0
0
0
0
13
126
309
455
539
559
527
442
301
115
9
0
0
0
0
0
0
0
0
0
0
0
0
0
10
94
245
386
477
517
492
408
271
103
8
0
0
0
0
0
0
0
0
0
0
0
0
0
12
90
212
308
316
277
218
154
81
31
3
0
0
0
0
0
0
0
0
0
0
0
0
0
4
31
61
96
108
106
83
60
36
14
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
46
112
148
159
132
89
59
35
13
1
0
0
0
0
0
0
0
0
0
0
0
0
0
6
73
196
310
380
405
374
294
177
64
4
0
0
0
0
0
0
0
0
0
0
0
0
0
7
94
249
390
455
436
367
243
137
40
2
0
0
0
0
0
0
0
0
0
0
0
0
0
1
21
65
124
149
150
106
71
38
12
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
20
66
123
155
191
187
174
125
39
2
0
0
0
0
0
0
0
0
0
0
0
0
0
1
12
33
53
53
61
71
88
86
46
3
0
0
0
0
0
0
0
0
0
0
0
0
0
3
45
109
162
202
236
240
156
71
19
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
27
119
220
310
332
284
193
111
31
1
0
0
0
0
0
0
0
0
0
0
0
0
0
1
14
48
86
134
175
209
199
153
51
2
0
0
0
0
0
0
0
0
0
0
0
0
0
1
27
72
107
133
142
139
97
58
16
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
30
80
130
182
211
184
118
60
15
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
6
24
43
61
76
77
77
52
16
1
0
0
0
0
0
0
0
0
0
0
0
0
0
2
52
184
303
363
360
307
236
117
30
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
27
86
111
122
108
80
44
25
5
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10
62
154
221
257
219
144
68
16
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
30
127
235
266
271
254
178
105
29
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9
31
61
83
107
129
116
62
18
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
19
71
125
137
136
137
115
65
16
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
53
206
386
424
383
314
218
117
29
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
23
69
155
261
318
334
308
189
44
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
48
184
332
415
427
389
290
136
26
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
16
66
113
132
104
71
37
21
6
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
19
92
202
303
331
292
212
101
22
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
17
73
136
184
207
231
204
125
29
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
29
138
286
375
426
429
346
173
30
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
38
180
367
481
504
464
331
149
25
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
27
119
242
328
353
350
279
143
25
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9
47
124
222
249
220
136
62
13
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
16
65
124
169
172
157
101
46
8
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
5
25
54
65
72
66
51
28
6
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
13
73
175
269
298
271
211
109
22
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
18
130
317
437
469
415
313
154
29
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
30
165
348
470
489
417
278
121
21
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
8
18
20
21
21
19
15
3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9
55
163
240
301
294
216
105
19
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
32
67
93
102
94
66
34
7
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
16
35
51
60
57
42
20
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
12
28
43
54
57
43
22
5
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
17
39
60
79
81
72
37
8
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
6
51
129
207
232
215
147
68
12
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
28
54
63
68
61
46
21
3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3
33
83
134
145
136
112
66
14
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10
97
244
368
410
373
260
122
21
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3
18
37
61
66
51
37
14
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
20
58
102
123
118
89
42
8
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
31
98
176
183
158
138
85
19
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
11
94
200
311
368
333
236
112
22
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8
63
167
283
308
269
186
85
14
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
7
69
183
296
358
332
244
118
22
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9
73
198
358
444
434
312
142
21
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
44
99
174
221
226
169
91
20
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
5
58
164
308
412
403
293
127
19
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
32
64
78
72
56
31
11
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8
82
155
194
162
114
64
21
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
14
36
51
54
47
34
19
3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
37
125
216
280
269
212
109
24
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3
39
107
171
193
200
144
71
13
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3
51
157
253
282
282
220
113
28
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
53
142
214
263
259
194
100
23
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3
52
176
294
282
229
164
90
23
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
41
134
243
256
259
213
119
25
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
7
109
283
458
523
500
366
178
36
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
30
103
217
314
363
306
145
33
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
6
90
255
436
515
495
368
180
39
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3
65
190
309
354
338
258
137
36
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
25
73
112
123
113
82
42
8
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
23
53
85
152
195
154
81
20
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
5
88
260
446
518
506
400
213
54
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8
114
281
420
471
451
352
176
45
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
7
107
293
476
544
529
408
211
50
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
5
71
203
348
412
411
321
174
46
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3
38
93
151
193
208
183
120
36
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
7
81
220
347
396
410
333
183
49
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
56
167
295
367
386
330
189
54
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
5
78
214
338
386
370
300
170
48
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
25
58
87
101
102
77
45
13
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
14
39
64
76
76
64
40
12
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
29
78
132
164
168
141
86
26
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
5
39
79
102
112
121
90
65
21
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
28
69
105
123
116
84
44
12
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
29
64
95
105
103
84
50
13
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10
27
45
46
44
38
26
9
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
22
66
112
145
144
141
85
30
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3
33
83
133
184
205
171
109
40
3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
5
48
131
195
215
210
172
110
40
3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
13
125
327
479
552
543
474
303
100
6
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8
69
184
282
323
318
271
173
58
4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
30
62
81
93
99
94
56
22
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
36
86
125
150
150
135
85
32
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3
29
66
95
111
125
102
62
24
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
19
50
103
147
150
126
65
17
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
17
113
213
247
243
228
218
189
91
10
0
0
0
0
0
0
0
0
0
0
0
0
0
0
27
193
431
520
542
536
450
262
90
10
0
0
0
0
0
0
0
0
0
0
0
0
0
0
6
36
90
130
185
215
205
128
61
10
0
0
0
0
0
0
0
0
0
0
0
0
0
0
26
187
397
514
575
588
519
344
135
16
0
0
0
0
0
0
0
0
0
0
0
0
0
0
17
171
415
577
627
620
503
273
76
7
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
42
97
143
173
177
191
149
62
9
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
13
22
27
38
47
43
40
25
5
0
0
0
0
0
0
0
0
0
0
0
0
0
0
12
103
228
325
398
432
375
264
128
18
0
0
0
0
0
0
0
0
0
0
0
0
0
0
47
286
529
642
658
584
460
325
149
22
0
0
0
0
0
0
0
0
0
0
0
0
0
0
29
143
261
360
457
545
529
390
186
29
0
0
0
0
0
0
0
0
0
0
0
0
0
0
47
262
489
607
668
677
627
488
248
37
0
0
0
0
0
0
0
0
0
0
0
0
0
0
55
291
519
652
706
693
616
467
233
35
0
0
0
0
0
0
0
0
0
0
0
0
0
0
6
45
118
173
244
245
166
67
12
3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
7
56
187
352
473
540
554
431
219
39
0
0
0
0
0
0
0
0
0
0
0
0
0
0
71
333
553
675
664
584
487
331
181
35
0
0
0
0
0
0
0
0
0
0
0
0
0
1
60
269
505
661
718
725
646
512
272
45
0
0
0
0
0
0
0
0
0
0
0
0
0
0
7
50
135
223
265
283
239
192
110
33
0
0
0
0
0
0
0
0
0
0
0
0
0
1
65
269
467
614
675
653
527
374
218
50
0
0
0
0
0
0
0
0
0
0
0
0
0
2
74
253
477
650
710
679
573
457
272
63
0
0
0
0
0
0
0
0
0
0
0
0
0
2
71
243
410
544
620
592
521
389
211
50
1
0
0
0
0
0
0
0
0
0
0
0
0
0
17
66
140
252
358
430
416
338
221
60
1
0
0
0
0
0
0
0
0
0
0
0
0
2
91
270
431
550
589
538
418
283
127
23
0
0
0
0
0
0
0
0
0
0
0
0
0
1
75
276
473
628
647
605
550
428
274
80
1
0
0
0
0
0
0
0
0
0
0
0
0
2
41
106
136
212
236
289
277
252
174
67
2
0
0
0
0
0
0
0
0
0
0
0
