Date;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2020-02-29T18:00:00.0/2020-02-29T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-02-29T19:00:00.0/2020-02-29T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-02-29T20:00:00.0/2020-02-29T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-02-29T21:00:00.0/2020-02-29T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-02-29T22:00:00.0/2020-02-29T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-02-29T23:00:00.0/2020-03-01T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-01T00:00:00.0/2020-03-01T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-01T01:00:00.0/2020-03-01T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-01T02:00:00.0/2020-03-01T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-01T03:00:00.0/2020-03-01T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-01T04:00:00.0/2020-03-01T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-01T05:00:00.0/2020-03-01T06:00:00.0;37.3224;11.2465;1.4632;9.7833;20.8836;10.4574;1.0073;9.4501;12.5880;0.9417
2020-03-01T06:00:00.0/2020-03-01T07:00:00.0;247.3403;118.2417;46.5390;71.7027;239.7288;96.5488;18.5843;77.9645;102.2017;1.0000
2020-03-01T07:00:00.0/2020-03-01T08:00:00.0;455.5339;277.1144;157.6651;119.4493;473.8114;271.9541;150.7784;121.1757;450.0217;1.0000
2020-03-01T08:00:00.0/2020-03-01T09:00:00.0;623.7830;421.3831;278.0218;143.3613;616.2681;209.0608;23.0135;186.0473;55.7324;1.0000
2020-03-01T09:00:00.0/2020-03-01T10:00:00.0;740.6334;525.4688;371.8406;153.6282;695.9784;387.0190;100.1925;286.8264;185.9760;1.0000
2020-03-01T10:00:00.0/2020-03-01T11:00:00.0;798.1349;578.0574;422.6522;155.4052;734.5822;514.3659;280.1489;234.2170;485.8955;1.0000
2020-03-01T11:00:00.0/2020-03-01T12:00:00.0;792.3838;574.9617;425.3120;149.6497;744.6069;381.9910;71.4438;310.5472;124.4843;0.8750
2020-03-01T12:00:00.0/2020-03-01T13:00:00.0;723.7894;515.9101;376.9071;139.0030;721.9109;86.5630;0.4294;86.1336;0.7798;1.0000
2020-03-01T13:00:00.0/2020-03-01T14:00:00.0;597.0467;406.7239;284.1931;122.5308;658.4448;53.9132;0.0000;53.9132;0.0000;1.0000
2020-03-01T14:00:00.0/2020-03-01T15:00:00.0;420.8151;260.2515;164.1494;96.1021;534.5026;54.4955;1.9685;52.5271;7.9474;1.0000
2020-03-01T15:00:00.0/2020-03-01T16:00:00.0;207.1287;101.0404;47.5228;53.5176;287.5511;79.7255;22.8810;56.8446;167.4280;0.7833
2020-03-01T16:00:00.0/2020-03-01T17:00:00.0;17.3913;5.0516;0.7583;4.2933;15.2548;5.0516;0.7583;4.2933;15.2548;0.8083
2020-03-01T17:00:00.0/2020-03-01T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-01T18:00:00.0/2020-03-01T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-01T19:00:00.0/2020-03-01T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-01T20:00:00.0/2020-03-01T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-01T21:00:00.0/2020-03-01T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-01T22:00:00.0/2020-03-01T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-01T23:00:00.0/2020-03-02T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-02T00:00:00.0/2020-03-02T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-02T01:00:00.0/2020-03-02T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-02T02:00:00.0/2020-03-02T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-02T03:00:00.0/2020-03-02T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-02T04:00:00.0/2020-03-02T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-02T05:00:00.0/2020-03-02T06:00:00.0;41.7084;14.7188;4.3402;10.3785;58.9700;13.2713;2.8276;10.4438;33.3716;0.9250
2020-03-02T06:00:00.0/2020-03-02T07:00:00.0;255.0098;139.9159;82.5614;57.3545;424.2085;105.7422;37.7256;68.0166;201.9371;1.0000
2020-03-02T07:00:00.0/2020-03-02T08:00:00.0;463.1686;308.6146;226.8498;81.7647;673.0640;242.8086;121.5656;121.2430;335.9527;1.0000
2020-03-02T08:00:00.0/2020-03-02T09:00:00.0;631.3237;457.7887;370.1576;87.6311;811.0698;411.8254;281.9304;129.8950;624.6893;1.0000
2020-03-02T09:00:00.0/2020-03-02T10:00:00.0;748.0275;565.3746;477.2427;88.1319;884.2412;558.4325;463.1733;95.2592;856.6128;1.0000
2020-03-02T10:00:00.0/2020-03-02T11:00:00.0;805.3401;621.0316;533.3496;87.6820;918.2646;621.0316;533.3496;87.6820;918.2646;1.0000
2020-03-02T11:00:00.0/2020-03-02T12:00:00.0;799.3708;621.6916;537.4689;84.2226;932.3290;621.6916;537.4689;84.2226;932.3290;0.8750
2020-03-02T12:00:00.0/2020-03-02T13:00:00.0;730.5443;560.9175;478.7481;82.1694;908.0528;560.9175;478.7481;82.1694;908.0528;1.0000
2020-03-02T13:00:00.0/2020-03-02T14:00:00.0;603.5715;444.2372;364.2242;80.0130;834.6853;400.3419;272.7221;127.6198;612.9362;1.0000
2020-03-02T14:00:00.0/2020-03-02T15:00:00.0;427.1282;288.8453;218.4432;70.4021;702.2005;256.9609;153.5332;103.4277;471.1730;1.0000
2020-03-02T15:00:00.0/2020-03-02T16:00:00.0;213.2632;117.6116;71.9797;45.6319;433.3283;74.6656;5.1170;69.5486;25.1445;0.7833
2020-03-02T16:00:00.0/2020-03-02T17:00:00.0;19.7783;6.6435;1.7954;4.8481;34.0720;3.9693;0.0174;3.9519;0.3304;0.7917
2020-03-02T17:00:00.0/2020-03-02T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-02T18:00:00.0/2020-03-02T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-02T19:00:00.0/2020-03-02T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-02T20:00:00.0/2020-03-02T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-02T21:00:00.0/2020-03-02T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-02T22:00:00.0/2020-03-02T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-02T23:00:00.0/2020-03-03T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-03T00:00:00.0/2020-03-03T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-03T01:00:00.0/2020-03-03T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-03T02:00:00.0/2020-03-03T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-03T03:00:00.0/2020-03-03T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-03T04:00:00.0/2020-03-03T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-03T05:00:00.0/2020-03-03T06:00:00.0;46.3662;16.2189;4.1870;12.0319;53.9037;5.6692;0.0000;5.6692;0.0000;0.9083
2020-03-03T06:00:00.0/2020-03-03T07:00:00.0;262.7208;140.0882;74.6900;65.3982;372.7628;82.3200;25.8928;56.4272;106.8161;1.0000
2020-03-03T07:00:00.0/2020-03-03T08:00:00.0;470.8300;302.4731;203.1649;99.3082;592.8922;97.8277;48.9937;48.8340;167.0013;1.0000
2020-03-03T08:00:00.0/2020-03-03T09:00:00.0;638.8763;443.9523;327.0593;116.8929;707.9814;87.5375;0.0006;87.5368;0.0014;1.0000
2020-03-03T09:00:00.0/2020-03-03T10:00:00.0;755.4200;544.0333;415.2235;128.8097;761.5610;90.0944;0.0951;89.9993;0.1674;1.0000
2020-03-03T10:00:00.0/2020-03-03T11:00:00.0;812.5321;592.9381;454.1862;138.7520;774.7232;186.6139;0.5027;186.1112;0.8566;1.0000
2020-03-03T11:00:00.0/2020-03-03T12:00:00.0;806.3359;586.6785;443.3078;143.3706;761.8604;75.2502;0.0260;75.2242;0.0440;1.0000
2020-03-03T12:00:00.0/2020-03-03T13:00:00.0;737.2719;524.0680;379.1210;144.9469;711.8099;68.0294;0.0000;68.0294;0.0000;1.0000
2020-03-03T13:00:00.0/2020-03-03T14:00:00.0;610.0676;410.6703;271.5840;139.0863;614.4216;76.4729;0.0001;76.4728;0.0003;1.0000
2020-03-03T14:00:00.0/2020-03-03T15:00:00.0;433.4150;260.5176;145.6023;114.9153;457.9949;72.3496;0.7412;71.6084;2.5765;1.0000
2020-03-03T15:00:00.0/2020-03-03T16:00:00.0;219.3774;101.7786;37.9804;63.7982;215.4293;11.7397;0.0000;11.7397;0.0000;0.7833
2020-03-03T16:00:00.0/2020-03-03T17:00:00.0;22.2720;6.2801;0.6576;5.6225;11.8126;0.7729;0.0000;0.7729;0.0000;0.7917
2020-03-03T17:00:00.0/2020-03-03T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-03T18:00:00.0/2020-03-03T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-03T19:00:00.0/2020-03-03T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-03T20:00:00.0/2020-03-03T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-03T21:00:00.0/2020-03-03T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-03T22:00:00.0/2020-03-03T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-03T23:00:00.0/2020-03-04T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-04T00:00:00.0/2020-03-04T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-04T01:00:00.0/2020-03-04T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-04T02:00:00.0/2020-03-04T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-04T03:00:00.0/2020-03-04T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-04T04:00:00.0/2020-03-04T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-04T05:00:00.0/2020-03-04T06:00:00.0;51.2985;19.5199;6.5946;12.9253;80.9358;5.0467;0.0000;5.0467;0.0000;0.8917
2020-03-04T06:00:00.0/2020-03-04T07:00:00.0;270.4695;154.1582;94.3379;59.8203;462.2440;36.1173;0.0000;36.1173;0.0000;1.0000
2020-03-04T07:00:00.0/2020-03-04T08:00:00.0;478.5142;320.7855;234.2382;86.5473;673.5199;67.7760;0.0010;67.7750;0.0025;1.0000
2020-03-04T08:00:00.0/2020-03-04T09:00:00.0;646.4374;463.8880;362.5728;101.3153;775.6730;144.6033;0.2516;144.3518;0.5082;1.0000
2020-03-04T09:00:00.0/2020-03-04T10:00:00.0;762.8076;565.9440;458.3335;107.6104;831.9539;168.1004;0.2615;167.8390;0.4840;1.0000
2020-03-04T10:00:00.0/2020-03-04T11:00:00.0;819.7079;617.2789;509.9053;107.3736;861.6833;140.1073;0.0435;140.0638;0.0732;1.0000
2020-03-04T11:00:00.0/2020-03-04T12:00:00.0;813.2765;613.0129;509.8104;103.2025;868.3479;153.8981;0.1339;153.7643;0.2319;1.0000
2020-03-04T12:00:00.0/2020-03-04T13:00:00.0;743.9701;553.6162;457.5152;96.1011;851.5248;191.9681;1.1616;190.8065;2.2408;0.7500
2020-03-04T13:00:00.0/2020-03-04T14:00:00.0;616.5331;444.2109;358.5110;85.7000;804.0885;238.4545;60.0661;178.3885;148.8340;1.0000
2020-03-04T14:00:00.0/2020-03-04T15:00:00.0;439.6739;295.3596;225.4848;69.8749;705.1506;170.2485;37.6368;132.6117;109.0879;1.0000
2020-03-04T15:00:00.0/2020-03-04T16:00:00.0;225.4701;126.9550;82.7083;44.2467;478.9902;68.2892;23.9714;44.3177;188.8923;0.9083
2020-03-04T16:00:00.0/2020-03-04T17:00:00.0;24.9419;8.9160;3.2016;5.7144;55.7085;8.9160;3.2016;5.7144;55.7085;0.7667
2020-03-04T17:00:00.0/2020-03-04T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-04T18:00:00.0/2020-03-04T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-04T19:00:00.0/2020-03-04T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-04T20:00:00.0/2020-03-04T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-04T21:00:00.0/2020-03-04T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-04T22:00:00.0/2020-03-04T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-04T23:00:00.0/2020-03-05T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-05T00:00:00.0/2020-03-05T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-05T01:00:00.0/2020-03-05T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-05T02:00:00.0/2020-03-05T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-05T03:00:00.0/2020-03-05T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-05T04:00:00.0/2020-03-05T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-05T05:00:00.0/2020-03-05T06:00:00.0;56.5076;24.6803;11.8576;12.8226;144.7952;24.6388;11.8419;12.7969;144.6583;0.8750
2020-03-05T06:00:00.0/2020-03-05T07:00:00.0;278.2518;173.1752;122.1077;51.0676;588.5208;168.8742;117.9946;50.8796;569.1524;1.0000
2020-03-05T07:00:00.0/2020-03-05T08:00:00.0;486.2174;347.0986;275.7126;71.3860;781.1411;347.0986;275.7126;71.3860;781.1411;1.0000
2020-03-05T08:00:00.0/2020-03-05T09:00:00.0;654.0030;494.9008;412.0614;82.8394;871.2637;494.9008;412.0614;82.8394;871.2637;1.0000
2020-03-05T09:00:00.0/2020-03-05T10:00:00.0;770.1866;599.0057;509.8720;89.1337;916.3573;599.0057;509.8720;89.1337;916.3573;1.0000
2020-03-05T10:00:00.0/2020-03-05T11:00:00.0;826.8644;649.9089;558.1809;91.7280;934.6658;649.1417;556.4811;92.6605;931.8450;1.0000
2020-03-05T11:00:00.0/2020-03-05T12:00:00.0;820.1898;643.7120;552.4531;91.2590;932.5558;598.3304;452.3304;146.0000;765.1325;1.0000
2020-03-05T12:00:00.0/2020-03-05T13:00:00.0;750.6365;580.9301;493.4702;87.4598;909.8185;580.9301;493.4702;87.4598;909.8185;1.0000
2020-03-05T13:00:00.0/2020-03-05T14:00:00.0;622.9662;466.9705;387.2260;79.7445;859.1503;466.9705;387.2260;79.7445;859.1503;1.0000
2020-03-05T14:00:00.0/2020-03-05T15:00:00.0;445.9034;312.6215;245.8663;66.7552;758.1771;312.6215;245.8663;66.7552;758.1771;1.0000
2020-03-05T15:00:00.0/2020-03-05T16:00:00.0;231.5401;137.8741;94.1645;43.7096;535.1699;137.8741;94.1645;43.7096;535.1699;0.9083
2020-03-05T16:00:00.0/2020-03-05T17:00:00.0;27.7180;10.8602;4.4705;6.3898;75.5108;10.8602;4.4705;6.3898;75.5108;0.7583
2020-03-05T17:00:00.0/2020-03-05T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-05T18:00:00.0/2020-03-05T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-05T19:00:00.0/2020-03-05T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-05T20:00:00.0/2020-03-05T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-05T21:00:00.0/2020-03-05T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-05T22:00:00.0/2020-03-05T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-05T23:00:00.0/2020-03-06T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-06T00:00:00.0/2020-03-06T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-06T01:00:00.0/2020-03-06T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-06T02:00:00.0/2020-03-06T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-06T03:00:00.0/2020-03-06T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-06T04:00:00.0/2020-03-06T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-06T05:00:00.0/2020-03-06T06:00:00.0;61.9650;26.7182;12.5781;14.1401;145.7750;3.3725;0.0000;3.3725;0.0000;0.8667
2020-03-06T06:00:00.0/2020-03-06T07:00:00.0;286.0640;172.8977;120.4197;52.4781;565.6125;25.3151;0.0000;25.3151;0.0000;1.0000
2020-03-06T07:00:00.0/2020-03-06T08:00:00.0;493.9358;339.9792;265.6452;74.3339;740.7274;26.3572;0.0000;26.3572;0.0000;1.0000
2020-03-06T08:00:00.0/2020-03-06T09:00:00.0;661.5696;481.5585;393.0428;88.5157;821.2253;43.1477;0.0000;43.1477;0.0000;1.0000
2020-03-06T09:00:00.0/2020-03-06T10:00:00.0;777.5539;581.4961;484.5183;96.9779;862.1030;79.7158;0.0000;79.7157;0.0000;1.0000
2020-03-06T10:00:00.0/2020-03-06T11:00:00.0;833.9985;630.5608;529.8405;100.7203;879.1829;145.9804;4.7364;141.2440;7.7912;1.0000
2020-03-06T11:00:00.0/2020-03-06T12:00:00.0;827.0732;624.1382;522.9636;101.1746;874.9774;343.1475;260.3790;82.7686;431.5196;1.0000
2020-03-06T12:00:00.0/2020-03-06T13:00:00.0;757.2691;563.2872;466.1666;97.1206;851.5149;107.9560;0.0328;107.9232;0.0615;1.0000
2020-03-06T13:00:00.0/2020-03-06T14:00:00.0;629.3652;453.1878;365.2970;87.8908;801.7840;126.3514;0.8554;125.4960;1.9392;1.0000
2020-03-06T14:00:00.0/2020-03-06T15:00:00.0;452.1023;303.7928;230.9872;72.8056;701.9290;53.6014;0.0003;53.6011;0.0010;1.0000
2020-03-06T15:00:00.0/2020-03-06T16:00:00.0;237.5865;134.0277;85.7659;48.2617;471.3601;57.3622;0.0109;57.3513;0.0740;0.9083
2020-03-06T16:00:00.0/2020-03-06T17:00:00.0;30.6634;11.1336;3.7455;7.3881;58.9732;5.8554;0.0014;5.8540;0.0213;0.7417
2020-03-06T17:00:00.0/2020-03-06T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-06T18:00:00.0/2020-03-06T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-06T19:00:00.0/2020-03-06T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-06T20:00:00.0/2020-03-06T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-06T21:00:00.0/2020-03-06T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-06T22:00:00.0/2020-03-06T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-06T23:00:00.0/2020-03-07T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-07T00:00:00.0/2020-03-07T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-07T01:00:00.0/2020-03-07T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-07T02:00:00.0/2020-03-07T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-07T03:00:00.0/2020-03-07T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-07T04:00:00.0/2020-03-07T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-07T05:00:00.0/2020-03-07T06:00:00.0;67.7371;27.6302;11.1053;16.5249;121.4937;11.1214;0.0000;11.1214;0.0000;0.8500
2020-03-07T06:00:00.0/2020-03-07T07:00:00.0;293.9020;173.8597;113.5778;60.2818;515.9115;27.6015;0.2486;27.3529;0.8624;1.0000
2020-03-07T07:00:00.0/2020-03-07T08:00:00.0;501.6656;345.8899;265.2983;80.5916;726.9462;148.4315;9.0200;139.4114;27.9192;1.0000
2020-03-07T08:00:00.0/2020-03-07T09:00:00.0;669.1337;493.3611;405.1208;88.2403;836.0548;277.7170;52.4632;225.2538;102.0744;1.0000
2020-03-07T09:00:00.0/2020-03-07T10:00:00.0;784.9061;597.3872;506.0542;91.3330;891.5018;529.5547;311.7585;217.7962;548.7548;1.0000
2020-03-07T10:00:00.0/2020-03-07T11:00:00.0;841.1075;648.3842;555.7216;92.6626;913.8591;559.4392;316.3241;243.1151;520.5470;1.0000
2020-03-07T11:00:00.0/2020-03-07T12:00:00.0;833.9244;643.1802;552.2543;90.9259;915.9596;399.9456;91.8123;308.1333;151.5001;1.0000
2020-03-07T12:00:00.0/2020-03-07T13:00:00.0;763.8658;581.7339;495.0128;86.7212;895.9628;276.0806;20.3811;255.6995;36.2433;1.0000
2020-03-07T13:00:00.0/2020-03-07T14:00:00.0;635.7285;469.2257;389.7845;79.4412;846.6509;288.0554;60.5937;227.4617;132.3621;1.0000
2020-03-07T14:00:00.0/2020-03-07T15:00:00.0;458.2695;316.6227;249.6462;66.9765;748.5283;213.4964;64.3905;149.1059;204.9752;1.0000
2020-03-07T15:00:00.0/2020-03-07T16:00:00.0;243.6086;143.6275;99.0166;44.6110;537.4446;135.4576;85.6296;49.8280;480.1189;0.9083
2020-03-07T16:00:00.0/2020-03-07T17:00:00.0;33.7161;13.2969;5.7826;7.5143;89.5125;13.2969;5.7826;7.5143;89.5125;0.7333
2020-03-07T17:00:00.0/2020-03-07T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-07T18:00:00.0/2020-03-07T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-07T19:00:00.0/2020-03-07T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-07T20:00:00.0/2020-03-07T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-07T21:00:00.0/2020-03-07T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-07T22:00:00.0/2020-03-07T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-03-07T23:00:00.0/2020-03-08T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
