Date;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2020-01-22T02:00:00.0/2020-01-22T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-22T03:00:00.0/2020-01-22T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-22T04:00:00.0/2020-01-22T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-22T05:00:00.0/2020-01-22T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-22T06:00:00.0/2020-01-22T07:00:00.0;36.6836;13.3204;3.9026;9.4177;61.6866;4.9269;0.0000;4.9269;0.0000;0.8000
2020-01-22T07:00:00.0/2020-01-22T08:00:00.0;217.5117;117.5369;64.1671;53.3698;394.6172;74.7565;7.7882;66.9683;39.8148;1.0000
2020-01-22T08:00:00.0/2020-01-22T09:00:00.0;378.4662;244.2002;162.6024;81.5978;599.7337;202.7509;86.2306;116.5203;307.3567;1.0000
2020-01-22T09:00:00.0/2020-01-22T10:00:00.0;489.9088;339.6936;244.2247;95.4689;699.7716;289.8170;150.8231;138.9939;434.7086;1.0000
2020-01-22T10:00:00.0/2020-01-22T11:00:00.0;544.2509;388.0087;288.1119;99.8968;744.0443;224.9338;36.3641;188.5697;95.1618;1.0000
2020-01-22T11:00:00.0/2020-01-22T12:00:00.0;537.7943;383.1739;285.8234;97.3505;746.9787;130.0198;2.1603;127.8595;5.5594;1.0000
2020-01-22T12:00:00.0/2020-01-22T13:00:00.0;470.9837;326.1934;238.7105;87.4829;711.4675;136.7644;1.1136;135.6508;3.2025;1.0000
2020-01-22T13:00:00.0/2020-01-22T14:00:00.0;348.3768;224.0941;154.2745;69.8196;617.5134;39.7934;0.0003;39.7931;0.0011;1.0000
2020-01-22T14:00:00.0/2020-01-22T15:00:00.0;178.3341;94.4019;53.4632;40.9386;391.3484;11.6667;0.0000;11.6667;0.0000;0.7833
2020-01-22T15:00:00.0/2020-01-22T16:00:00.0;15.2798;5.0895;1.3338;3.7558;30.6506;0.6644;0.0000;0.6644;0.0000;0.8083
2020-01-22T16:00:00.0/2020-01-22T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-22T17:00:00.0/2020-01-22T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-22T18:00:00.0/2020-01-22T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-22T19:00:00.0/2020-01-22T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-22T20:00:00.0/2020-01-22T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-22T21:00:00.0/2020-01-22T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-22T22:00:00.0/2020-01-22T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-22T23:00:00.0/2020-01-23T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-23T00:00:00.0/2020-01-23T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-23T01:00:00.0/2020-01-23T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-23T02:00:00.0/2020-01-23T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-23T03:00:00.0/2020-01-23T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-23T04:00:00.0/2020-01-23T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-23T05:00:00.0/2020-01-23T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-23T06:00:00.0/2020-01-23T07:00:00.0;38.7770;17.1720;9.1196;8.0524;145.5007;17.1720;9.1196;8.0524;145.5007;0.7917
2020-01-23T07:00:00.0/2020-01-23T08:00:00.0;221.3457;136.4238;100.1900;36.2338;617.2523;136.4238;100.1900;36.2338;617.2523;1.0000
2020-01-23T08:00:00.0/2020-01-23T09:00:00.0;382.7086;267.7024;217.2784;50.4240;794.6685;267.7024;217.2784;50.4240;794.6685;1.0000
2020-01-23T09:00:00.0/2020-01-23T10:00:00.0;494.5389;363.0322;305.1282;57.9040;866.5501;363.0322;305.1282;57.9040;866.5501;1.0000
2020-01-23T10:00:00.0/2020-01-23T11:00:00.0;549.2217;409.7961;347.9383;61.8578;890.3310;409.7961;347.9383;61.8578;890.3310;1.0000
2020-01-23T11:00:00.0/2020-01-23T12:00:00.0;543.0357;403.4339;340.9155;62.5184;882.1832;395.3400;326.5954;68.7446;845.1597;1.0000
2020-01-23T12:00:00.0/2020-01-23T13:00:00.0;476.4075;344.9084;285.5568;59.3516;841.3829;344.9084;285.5568;59.3516;841.3829;1.0000
2020-01-23T13:00:00.0/2020-01-23T14:00:00.0;353.8827;240.6369;189.5485;51.0884;748.0613;238.4876;186.3913;52.0962;733.0236;1.0000
2020-01-23T14:00:00.0/2020-01-23T15:00:00.0;183.8165;105.9242;72.4215;33.5027;523.2078;105.2181;71.4087;33.8094;517.8431;0.7833
2020-01-23T15:00:00.0/2020-01-23T16:00:00.0;17.4050;6.5513;2.6328;3.9185;57.3361;6.5513;2.6328;3.9185;57.3361;0.7917
2020-01-23T16:00:00.0/2020-01-23T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-23T17:00:00.0/2020-01-23T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-23T18:00:00.0/2020-01-23T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-23T19:00:00.0/2020-01-23T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-23T20:00:00.0/2020-01-23T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-23T21:00:00.0/2020-01-23T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-23T22:00:00.0/2020-01-23T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-23T23:00:00.0/2020-01-24T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-24T00:00:00.0/2020-01-24T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-24T01:00:00.0/2020-01-24T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-24T02:00:00.0/2020-01-24T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-24T03:00:00.0/2020-01-24T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-24T04:00:00.0/2020-01-24T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-24T05:00:00.0/2020-01-24T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-24T06:00:00.0/2020-01-24T07:00:00.0;41.0195;14.9087;4.2977;10.6110;64.1196;9.8451;0.0058;9.8392;0.0875;0.7833
2020-01-24T07:00:00.0/2020-01-24T08:00:00.0;225.3322;122.0573;66.3626;55.6948;394.1958;70.0076;0.7546;69.2530;3.9389;1.0000
2020-01-24T08:00:00.0/2020-01-24T09:00:00.0;387.0960;250.9625;167.6674;83.2951;604.3337;112.8997;1.0709;111.8288;3.8943;1.0000
2020-01-24T09:00:00.0/2020-01-24T10:00:00.0;499.3040;347.7105;251.1063;96.6042;705.7579;131.8559;0.2640;131.5920;0.7653;1.0000
2020-01-24T10:00:00.0/2020-01-24T11:00:00.0;554.3157;396.0906;294.8813;101.2093;747.4350;126.9193;0.0695;126.8498;0.1763;1.0000
2020-01-24T11:00:00.0/2020-01-24T12:00:00.0;548.3878;391.2410;292.2079;99.0331;748.6342;89.7645;0.0233;89.7412;0.0613;1.0000
2020-01-24T12:00:00.0/2020-01-24T13:00:00.0;481.9292;333.2505;242.1072;91.1433;704.7034;124.2896;0.2670;124.0226;0.7626;1.0000
2020-01-24T13:00:00.0/2020-01-24T14:00:00.0;359.4745;229.2580;153.5257;75.7323;594.7561;56.3379;0.0000;56.3379;0.0001;1.0000
2020-01-24T14:00:00.0/2020-01-24T15:00:00.0;189.3746;98.3836;52.1708;46.2128;359.0138;17.4789;0.0000;17.4789;0.0000;0.7833
2020-01-24T15:00:00.0/2020-01-24T16:00:00.0;19.6667;6.4442;1.4277;5.0165;29.2700;0.8150;0.0000;0.8150;0.0000;0.7833
2020-01-24T16:00:00.0/2020-01-24T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-24T17:00:00.0/2020-01-24T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-24T18:00:00.0/2020-01-24T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-24T19:00:00.0/2020-01-24T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-24T20:00:00.0/2020-01-24T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-24T21:00:00.0/2020-01-24T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-24T22:00:00.0/2020-01-24T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-24T23:00:00.0/2020-01-25T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-25T00:00:00.0/2020-01-25T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-25T01:00:00.0/2020-01-25T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-25T02:00:00.0/2020-01-25T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-25T03:00:00.0/2020-01-25T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-25T04:00:00.0/2020-01-25T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-25T05:00:00.0/2020-01-25T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-25T06:00:00.0/2020-01-25T07:00:00.0;43.4175;15.8479;4.0736;11.7744;57.6737;2.2556;0.0000;2.2556;0.0000;0.9000
2020-01-25T07:00:00.0/2020-01-25T08:00:00.0;229.4692;122.7377;64.1579;58.5797;374.5584;28.0172;0.0000;28.0172;0.0000;1.0000
2020-01-25T08:00:00.0/2020-01-25T09:00:00.0;391.6260;247.4229;158.5746;88.8483;565.2062;53.9441;0.0006;53.9435;0.0021;1.0000
2020-01-25T09:00:00.0/2020-01-25T10:00:00.0;504.2013;338.5732;229.4218;109.1513;638.8282;65.8081;0.0001;65.8080;0.0002;1.0000
2020-01-25T10:00:00.0/2020-01-25T11:00:00.0;559.5300;381.1740;257.2617;123.9123;645.9970;30.4229;0.0000;30.4229;0.0000;1.0000
2020-01-25T11:00:00.0/2020-01-25T12:00:00.0;553.8470;371.4714;240.7439;130.7275;610.3535;30.3744;0.0000;30.3744;0.0000;1.0000
2020-01-25T12:00:00.0/2020-01-25T13:00:00.0;487.5453;310.6057;184.9548;125.6509;531.2247;55.8213;0.0097;55.8116;0.0303;1.0000
2020-01-25T13:00:00.0/2020-01-25T14:00:00.0;365.1489;207.1106;102.7419;104.3687;389.0811;100.3620;0.9597;99.4023;3.6849;1.0000
2020-01-25T14:00:00.0/2020-01-25T15:00:00.0;195.0050;85.0137;25.8394;59.1744;165.7523;58.7411;1.4313;57.3098;10.5830;0.7833
2020-01-25T15:00:00.0/2020-01-25T16:00:00.0;22.1189;6.1501;0.4130;5.7370;7.8591;4.8058;0.0446;4.7613;0.8480;0.7667
2020-01-25T16:00:00.0/2020-01-25T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-25T17:00:00.0/2020-01-25T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-25T18:00:00.0/2020-01-25T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-25T19:00:00.0/2020-01-25T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-25T20:00:00.0/2020-01-25T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-25T21:00:00.0/2020-01-25T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-25T22:00:00.0/2020-01-25T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-25T23:00:00.0/2020-01-26T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-26T00:00:00.0/2020-01-26T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-26T01:00:00.0/2020-01-26T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-26T02:00:00.0/2020-01-26T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-26T03:00:00.0/2020-01-26T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-26T04:00:00.0/2020-01-26T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-26T05:00:00.0/2020-01-26T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-26T06:00:00.0/2020-01-26T07:00:00.0;45.9776;13.0027;0.9513;12.0514;13.1476;1.8440;0.0000;1.8440;0.0000;0.8917
2020-01-26T07:00:00.0/2020-01-26T08:00:00.0;233.7549;96.9688;23.5779;73.3909;131.2527;20.0342;0.0000;20.0342;0.0000;1.0000
2020-01-26T08:00:00.0/2020-01-26T09:00:00.0;396.2961;206.6294;78.3532;128.2762;274.1867;64.2130;0.0022;64.2108;0.0074;1.0000
2020-01-26T09:00:00.0/2020-01-26T10:00:00.0;509.2281;295.5354;133.8702;161.6652;368.2870;72.1119;0.0012;72.1107;0.0031;1.0000
2020-01-26T10:00:00.0/2020-01-26T11:00:00.0;564.8613;342.3948;166.4919;175.9029;413.9151;124.5722;0.2001;124.3721;0.4954;1.0000
2020-01-26T11:00:00.0/2020-01-26T12:00:00.0;559.4103;338.9570;165.5044;173.4526;415.4441;126.2739;0.4513;125.8226;1.1588;1.0000
2020-01-26T12:00:00.0/2020-01-26T13:00:00.0;493.2523;286.0352;131.5564;154.4787;373.5665;144.3003;4.4287;139.8716;12.9250;1.0000
2020-01-26T13:00:00.0/2020-01-26T14:00:00.0;370.9022;192.5572;75.0546;117.5026;280.0983;94.6761;0.7335;93.9426;2.5615;1.0000
2020-01-26T14:00:00.0/2020-01-26T15:00:00.0;200.7042;81.4988;20.3406;61.1582;128.7565;54.0909;2.0092;52.0816;14.7731;0.7833
2020-01-26T15:00:00.0/2020-01-26T16:00:00.0;24.7128;6.6670;0.4502;6.2167;8.2743;4.9306;0.0877;4.8429;1.6113;0.7583
2020-01-26T16:00:00.0/2020-01-26T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-26T17:00:00.0/2020-01-26T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-26T18:00:00.0/2020-01-26T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-26T19:00:00.0/2020-01-26T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-26T20:00:00.0/2020-01-26T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-26T21:00:00.0/2020-01-26T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-26T22:00:00.0/2020-01-26T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-26T23:00:00.0/2020-01-27T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-27T00:00:00.0/2020-01-27T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-27T01:00:00.0/2020-01-27T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-27T02:00:00.0/2020-01-27T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-27T03:00:00.0/2020-01-27T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-27T04:00:00.0/2020-01-27T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-27T05:00:00.0/2020-01-27T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-27T06:00:00.0/2020-01-27T07:00:00.0;48.7058;17.0970;4.0581;13.0389;54.6540;4.9660;0.0000;4.9659;0.0002;0.8833
2020-01-27T07:00:00.0/2020-01-27T08:00:00.0;238.1873;124.1940;62.1618;62.0322;348.5591;70.8693;2.1339;68.7354;11.2897;1.0000
2020-01-27T08:00:00.0/2020-01-27T09:00:00.0;401.1040;250.8145;160.2420;90.5725;556.7256;184.7851;62.8005;121.9846;230.2471;1.0000
2020-01-27T09:00:00.0/2020-01-27T10:00:00.0;514.3813;345.9164;240.8946;105.0218;656.8542;128.5111;3.0485;125.4626;9.0144;1.0000
2020-01-27T10:00:00.0/2020-01-27T11:00:00.0;570.3063;393.5236;281.1928;112.3307;692.3463;101.0113;0.0076;101.0037;0.0191;1.0000
2020-01-27T11:00:00.0/2020-01-27T12:00:00.0;565.0739;388.8935;276.5905;112.3029;687.2355;91.6786;0.0266;91.6520;0.0680;1.0000
2020-01-27T12:00:00.0/2020-01-27T13:00:00.0;499.0467;331.8954;226.3334;105.5619;635.5889;121.3239;0.1171;121.2068;0.3319;1.0000
2020-01-27T13:00:00.0/2020-01-27T14:00:00.0;376.7308;229.4917;140.2468;89.2450;517.4517;76.5263;0.0127;76.5136;0.0437;1.0000
2020-01-27T14:00:00.0/2020-01-27T15:00:00.0;206.4689;101.3967;45.9489;55.4478;289.3268;37.7743;0.0005;37.7738;0.0022;0.7833
2020-01-27T15:00:00.0/2020-01-27T16:00:00.0;27.5039;8.6593;1.4334;7.2259;25.0225;3.2042;0.0000;3.2042;0.0000;0.7417
2020-01-27T16:00:00.0/2020-01-27T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-27T17:00:00.0/2020-01-27T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-27T18:00:00.0/2020-01-27T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-27T19:00:00.0/2020-01-27T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-27T20:00:00.0/2020-01-27T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-27T21:00:00.0/2020-01-27T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-27T22:00:00.0/2020-01-27T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-27T23:00:00.0/2020-01-28T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-28T00:00:00.0/2020-01-28T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-28T01:00:00.0/2020-01-28T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-28T02:00:00.0/2020-01-28T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-28T03:00:00.0/2020-01-28T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-28T04:00:00.0/2020-01-28T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-28T05:00:00.0/2020-01-28T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-28T06:00:00.0/2020-01-28T07:00:00.0;51.6084;19.8584;6.9585;12.8999;92.9369;2.9510;0.0000;2.9510;0.0000;0.8750
2020-01-28T07:00:00.0/2020-01-28T08:00:00.0;242.7642;134.1711;79.2005;54.9706;441.6670;23.1314;0.0001;23.1313;0.0005;1.0000
2020-01-28T08:00:00.0/2020-01-28T09:00:00.0;406.0470;260.2585;179.8463;80.4122;618.6171;56.3890;0.0002;56.3888;0.0008;1.0000
2020-01-28T09:00:00.0/2020-01-28T10:00:00.0;519.6580;354.5113;261.4639;93.0474;705.4998;79.7293;0.0006;79.7287;0.0018;1.0000
2020-01-28T10:00:00.0/2020-01-28T11:00:00.0;575.8618;403.3932;307.6027;95.7905;749.8660;126.7399;0.4914;126.2485;1.1824;1.0000
2020-01-28T11:00:00.0/2020-01-28T12:00:00.0;570.8344;400.1930;307.9639;92.2291;757.3926;192.4641;6.9868;185.4773;17.5055;1.0000
2020-01-28T12:00:00.0/2020-01-28T13:00:00.0;504.9247;344.5026;259.2481;85.2545;719.7780;231.1205;29.0595;202.0611;81.0903;1.0000
2020-01-28T13:00:00.0/2020-01-28T14:00:00.0;382.6313;242.7644;169.5533;73.2111;617.4688;160.4340;11.9247;148.5092;43.9609;1.0000
2020-01-28T14:00:00.0/2020-01-28T15:00:00.0;212.2957;112.1175;63.7264;48.3911;397.7628;81.2370;16.8218;64.4151;140.6024;0.9083
2020-01-28T15:00:00.0/2020-01-28T16:00:00.0;30.4381;10.4162;2.8526;7.5637;47.7366;10.4162;2.8526;7.5637;47.7366;0.7333
2020-01-28T16:00:00.0/2020-01-28T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-28T17:00:00.0/2020-01-28T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-28T18:00:00.0/2020-01-28T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-28T19:00:00.0/2020-01-28T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-28T20:00:00.0/2020-01-28T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-28T21:00:00.0/2020-01-28T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-28T22:00:00.0/2020-01-28T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-28T23:00:00.0/2020-01-29T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-29T00:00:00.0/2020-01-29T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-29T01:00:00.0/2020-01-29T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-29T02:00:00.0/2020-01-29T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-29T03:00:00.0/2020-01-29T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-29T04:00:00.0/2020-01-29T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-29T05:00:00.0/2020-01-29T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-01-29T06:00:00.0/2020-01-29T07:00:00.0;54.6912;23.2414;9.6576;13.5838;126.6095;11.7517;0.0000;11.7516;0.0004;0.8667
2020-01-29T07:00:00.0/2020-01-29T08:00:00.0;247.4833;148.1627;93.7653;54.3974;516.2285;44.0804;0.4986;43.5818;2.5338;1.0000
