actual_entsoe_transparency,forecast_entsoe_transparency,TOA,Clear sky GHI,Clear sky BHI,Clear sky DHI,Clear sky BNI,GHI,BHI,DHI,BNI,Reliability,hour,day,month,dayofweek,is_weekend
-0.03273016884905637,-0.14999889180100676,-0.7273995134267892,-0.7213207326709957,-0.7027108266038322,-0.7029699123807086,-0.8466408423629247,-0.667438977726061,-0.5377354311638928,-0.6685339663392247,-0.6407932759100626,-2.6513367769810485,-1.0843072287430429,0.7920512514797533,0.7090470031122614,-1.4920940832102567,-0.629150293491323
0.4895512597722498,0.31446419457841096,-0.2034471412595642,-0.3828693047567252,-0.5195269940156688,0.18316146777769904,-0.21776898653099078,-0.6258541407799783,-0.5377354311638928,-0.5608728501262009,-0.6407932759100626,-0.1457307725787989,-0.9397941454571931,0.7920512514797533,0.7090470031122614,-1.4920940832102567,-0.629150293491323
0.6271343471072741,0.3490660290937831,0.3852494697310495,0.19222926052024367,-0.006710237159808491,0.9237414432284654,0.47844002442815653,-0.5775073655265718,-0.5377354311638928,-0.4357054051791246,-0.6407932759100626,0.3310502556874576,-0.7952810621713432,0.7920512514797533,0.7090470031122614,-1.4920940832102567,-0.629150293491323
0.6925864954511207,0.37967534424199684,0.894240158828969,0.7530894758403663,0.5775455997247522,1.326585939602545,0.8778449800637659,-0.4621055356311462,-0.5377337881034263,-0.13693892881435954,-0.6407909097784967,0.3310502556874576,-0.6507679788854934,0.7920512514797533,0.7090470031122614,-1.4920940832102567,-0.629150293491323
0.7406737881119059,0.4329089358041078,1.2887589954432412,1.2057237404285532,1.081462000936656,1.528689469044599,1.1078220528120852,-0.45663230006335914,-0.5377348834770705,-0.12276683058993602,-0.6407925998724724,0.3310502556874576,-0.5062548955996435,0.7920512514797533,0.7090470031122614,-1.4920940832102567,-0.629150293491323
0.7941041132905562,0.5220752016706436,1.541843675318785,1.4998035429169232,1.4121690760541392,1.647437204691325,1.2215278495493147,-0.04833442828346753,-0.5370721824222692,0.932990823828621,-0.6401632088759496,0.3310502556874576,-0.3617418123137937,0.7920512514797533,0.7090470031122614,-1.4920940832102567,-0.629150293491323
0.8448629222102739,0.6218881858496015,1.636175288245472,1.6094174544352695,1.5274586569344037,1.7219801093308802,1.2500359544506214,-0.12416033041928125,-0.5376417767173051,0.7378023801013338,-0.6407074191361009,0.3310502556874576,-0.21722872902794388,0.7920512514797533,0.7090470031122614,-1.4920940832102567,-0.629150293491323
0.8448629222102739,0.6977460538256096,1.5652622145221762,1.527528474918038,1.4287494580048101,1.7140475181361317,1.2170029141542658,-0.05779714076679359,-0.5373454781465219,0.9090307628362865,-0.6404217932542201,0.3310502556874576,-0.07271564574209403,0.7920512514797533,0.7090470031122614,-1.4920940832102567,-0.629150293491323
0.7780750157369611,0.7044002527708735,1.3338825672988674,1.259221552629574,1.1233612800136996,1.6196178072138436,1.1117538950475148,0.36394666861988895,-0.41122744286276103,1.752431384000466,-0.5020686722967709,0.3310502556874576,0.07179743754375581,0.7920512514797533,0.7090470031122614,-1.4920940832102567,-0.629150293491323
0.7874253226432248,0.7855814799030926,0.9577598229073048,0.8279453431373849,0.6481067387186736,1.4085098040691517,0.9084275055897132,0.20510488667693244,-0.46128656609408997,1.4398208372672412,-0.5512267456718054,0.3310502556874576,0.21631052082960564,0.7920512514797533,0.7090470031122614,-1.4920940832102567,-0.629150293491323
